exp,wks,type,bluecol,south,smsa,married,sex,union,education,black,lwage,industry,occupation,residence
8,48,Full Time,no,no,yes,yes,male,no,17,no,6.90575,Trade,"Managers, Officials_and_Proprietors",south
9,49,Part Time,no,no,yes,yes,male,no,17,no,7.24566,Trade,"Managers, Officials_and_Proprietors",south
10,48,Full Time,no,no,yes,yes,male,no,17,no,7.37776,Trade,"Managers, Officials_and_Proprietors",south
11,49,Part Time,no,no,yes,yes,male,no,17,no,7.47307,Transportation,"Craftsmen, Foremen_and_kindred",south
12,48,Full Time,no,no,yes,yes,male,no,17,no,7.57558,Transportation,"Craftsmen, Foremen_and_kindred",south
13,49,Part Time,no,no,yes,yes,male,no,17,no,7.67322,Transportation,"Craftsmen, Foremen_and_kindred",south
31,48,Part Time,no,no,yes,yes,male,no,9,no,6.4552,Transportation,"Craftsmen, Foremen_and_kindred",south
32,48,Part Time,no,no,yes,yes,male,no,9,no,6.5582,Transportation,"Craftsmen, Foremen_and_kindred",south
33,47,Part Time,no,no,yes,yes,male,no,9,no,6.66313,Transportation,"Craftsmen, Foremen_and_kindred",south
34,48,Full Time,no,no,yes,yes,male,yes,9,no,6.84588,Transportation,"Craftsmen, Foremen_and_kindred",south
35,48,Full Time,no,no,yes,yes,male,no,9,no,6.9256,Transportation,"Craftsmen, Foremen_and_kindred",south
36,48,Full Time,no,no,yes,yes,male,no,9,no,7.13648,Construction,Operatives_and_kindred,rural_area
37,47,Full Time,no,no,yes,yes,male,no,9,no,7.27031,Construction,Operatives_and_kindred,rural_area
27,45,Full Time,no,no,yes,yes,male,no,12,no,6.90575,Construction,Operatives_and_kindred,rural_area
28,47,Full Time,no,no,yes,yes,male,no,12,no,6.90575,Manufacturing,Operatives_and_kindred,NA
29,46,Full Time,no,no,yes,yes,male,yes,12,no,7.18539,Construction,Operatives_and_kindred,NA
30,46,Part Time,no,no,yes,yes,male,no,12,no,7.24423,Construction,Operatives_and_kindred,NA
31,46,Full Time,no,no,yes,yes,male,no,12,no,7.31122,Construction,Operatives_and_kindred,NA
32,45,Part Time,no,no,yes,yes,male,no,12,no,7.37588,Construction,Operatives_and_kindred,NA
33,43,Full Time,no,no,yes,yes,male,no,12,no,7.19519,Transportation,Operatives_and_kindred,rural_area
19,49,Part Time,no,no,yes,yes,male,no,17,no,6.90575,Transportation,Operatives_and_kindred,rural_area
20,46,Part Time,no,no,yes,yes,male,no,17,no,6.90575,Transportation,Operatives_and_kindred,rural_area
21,50,Part Time,no,no,yes,no,male,no,17,no,7.6009,Transportation,Operatives_and_kindred,NA
22,47,Part Time,no,no,yes,no,male,no,17,no,7.71869,Business_and_Repair_Service,Operatives_and_kindred,NA
23,50,Full Time,no,no,yes,yes,male,no,17,no,7.74066,Transportation,Operatives_and_kindred,NA
24,49,Full Time,no,no,yes,yes,male,no,17,no,7.6009,Transportation,Operatives_and_kindred,NA
25,48,Full Time,no,no,yes,yes,male,no,17,no,7.6811,Transportation,Operatives_and_kindred,NA
17,49,Full Time,no,no,yes,yes,male,yes,11,yes,6.16331,Business_and_Repair_Service,Operatives_and_kindred,NA
18,50,Full Time,no,no,yes,yes,male,yes,11,yes,6.30992,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
19,50,Full Time,no,no,yes,yes,male,yes,11,yes,6.30445,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
20,50,Full Time,no,no,yes,yes,male,yes,11,yes,6.62007,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
21,49,Part Time,no,no,yes,yes,male,yes,11,yes,6.47697,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
22,49,Full Time,no,no,yes,yes,male,yes,11,yes,6.55108,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
23,49,Part Time,no,no,yes,yes,male,yes,11,yes,6.47697,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
22,38,Full Time,no,no,yes,yes,male,yes,17,no,6.90575,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
23,44,Part Time,no,no,yes,yes,male,yes,17,no,6.90575,Agricultural,Farm_Laborers_and_Foreman,rural_area
24,42,Part Time,no,no,yes,yes,male,yes,17,no,6.57925,Transportation,"Craftsmen, Foremen_and_kindred",rural_area
25,37,Part Time,no,no,yes,yes,male,yes,17,no,7.04752,Transportation,Laborers_and_farmers,rural_area
26,39,Part Time,no,no,yes,yes,male,yes,17,no,7.09008,Transportation,"Professional, Technical_and_kindred",rural_area
27,36,Full Time,no,no,yes,yes,male,yes,17,no,7.32251,Transportation,Farm_Laborers_and_Foreman,rural_area
28,40,Full Time,no,no,yes,yes,male,yes,17,no,7.31322,Transportation,Laborers_and_farmers,rural_area
18,38,Full Time,no,no,no,yes,male,no,17,no,6.77422,Transportation,Laborers_and_farmers,rural_area
19,39,Full Time,no,no,no,yes,male,no,17,no,6.88755,Transportation,"Craftsmen, Foremen_and_kindred",rural_area
20,36,Full Time,no,no,no,yes,male,no,17,no,6.90776,Trade,Clerical_and_kindred,rural_area
21,37,Full Time,no,no,no,yes,male,no,17,no,6.96508,Business_and_Repair_Service,Sales_Workers,rural_area
22,39,Full Time,no,no,no,yes,male,no,17,no,6.95655,Trade,Sales_Workers,rural_area
23,39,Part Time,no,no,no,yes,male,no,17,no,7.19669,Trade,"Managers, Officials_and_Proprietors",rural_area
24,36,Full Time,no,no,no,yes,male,no,17,no,7.1309,Trade,"Managers, Officials_and_Proprietors",rural_area
27,48,Part Time,no,yes,yes,yes,male,no,16,no,6.90575,Trade,Sales_Workers,rural_area
28,47,Full Time,no,yes,yes,yes,male,no,16,no,6.90575,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
29,49,Part Time,no,yes,yes,yes,male,no,16,no,7.84385,Trade,Clerical_and_kindred,NA
30,48,Part Time,no,yes,yes,yes,male,no,16,no,7.93737,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
31,48,Part Time,no,yes,yes,yes,male,no,16,no,8.10168,Manufacturing,Operatives_and_kindred,rural_area
32,35,Part Time,no,yes,yes,yes,male,no,16,no,7.91936,Manufacturing,Laborers_and_farmers,rural_area
33,25,Full Time,no,yes,yes,no,male,no,16,no,8.02027,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
3,51,Full Time,yes,yes,yes,yes,male,no,12,no,6.13988,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
4,49,Full Time,no,yes,yes,yes,male,no,12,no,6.56667,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
5,50,Full Time,no,yes,yes,yes,male,no,12,no,6.65157,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
6,50,Full Time,no,yes,yes,yes,male,no,12,no,6.83303,Manufacturing,Laborers_and_farmers,rural_area
7,49,Full Time,no,yes,yes,yes,male,no,12,no,6.97167,Agricultural,Farm_Laborers_and_Foreman,rural_area
8,48,Full Time,no,yes,yes,yes,male,no,12,no,7.07834,Agricultural,Farm_Laborers_and_Foreman,rural_area
9,49,Part Time,no,yes,yes,yes,male,no,12,no,7.19669,Agricultural,Farm_Laborers_and_Foreman,rural_area
37,40,Full Time,yes,yes,yes,yes,male,yes,11,no,6.55108,Agricultural,Laborers_and_farmers,rural_area
38,38,Part Time,yes,yes,yes,yes,male,yes,11,no,6.68711,Agricultural,Operatives_and_kindred,rural_area
39,46,Full Time,yes,yes,yes,yes,male,no,11,no,6.75227,Agricultural,Farm_Laborers_and_Foreman,rural_area
40,46,Part Time,yes,yes,yes,yes,male,yes,11,no,6.81344,Manufacturing,Operatives_and_kindred,NA
41,46,Part Time,yes,yes,yes,yes,male,yes,11,no,6.96035,Manufacturing,Operatives_and_kindred,NA
42,44,Part Time,no,yes,yes,yes,male,yes,11,no,7.02019,Business_and_Repair_Service,Operatives_and_kindred,rural_area
43,43,Part Time,yes,yes,yes,yes,male,yes,11,no,7.08171,Trade,"Craftsmen, Foremen_and_kindred",rural_area
23,49,Full Time,yes,no,no,yes,male,no,8,no,5.92693,Trade,"Craftsmen, Foremen_and_kindred",rural_area
24,49,Full Time,yes,no,no,yes,male,no,8,no,5.99146,Trade,"Craftsmen, Foremen_and_kindred",rural_area
25,48,Full Time,yes,no,no,yes,male,yes,8,no,6.57368,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
26,51,Full Time,yes,no,no,yes,male,yes,8,no,6.66568,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",rural_area
27,47,Full Time,yes,no,no,yes,male,yes,8,no,6.69703,Agricultural,"Craftsmen, Foremen_and_kindred",rural_area
28,44,Full Time,yes,no,no,yes,male,yes,8,no,6.82002,Agricultural,"Craftsmen, Foremen_and_kindred",rural_area
29,50,Full Time,yes,no,no,yes,male,yes,8,no,6.94505,Trade,Laborers_and_farmers,rural_area
5,50,Part Time,no,yes,yes,yes,male,no,14,no,6.43775,Trade,Clerical_and_kindred,rural_area
6,49,Full Time,no,yes,yes,yes,male,no,14,no,6.57368,Trade,Sales_Workers,rural_area
7,49,Part Time,no,yes,yes,yes,male,no,14,no,6.65286,Trade,"Managers, Officials_and_Proprietors",rural_area
8,48,Full Time,no,yes,yes,yes,male,no,14,no,6.82655,Trade,"Managers, Officials_and_Proprietors",rural_area
9,49,Part Time,no,yes,yes,yes,male,no,14,no,6.90776,Trade,"Managers, Officials_and_Proprietors",rural_area
10,48,Full Time,no,yes,yes,yes,male,no,14,no,7.03615,Trade,"Managers, Officials_and_Proprietors",rural_area
11,48,Part Time,no,yes,yes,yes,male,no,14,no,7.04229,Trade,"Managers, Officials_and_Proprietors",rural_area
30,47,Full Time,no,no,yes,yes,male,no,17,no,6.90575,Manufacturing,Operatives_and_kindred,south
31,48,Part Time,no,no,yes,yes,male,no,17,no,6.90575,Trade,Laborers_and_farmers,south
32,45,Part Time,no,no,yes,yes,male,no,17,no,8.16052,Trade,Sales_Workers,south
33,47,Part Time,no,no,yes,yes,male,no,17,no,8.00637,Trade,Sales_Workers,south
34,47,Part Time,no,no,yes,yes,male,no,17,no,8.05516,Trade,"Craftsmen, Foremen_and_kindred",south
35,47,Full Time,no,no,yes,yes,male,no,17,no,7.94591,Trade,Service_Workers,south
36,47,Full Time,no,no,yes,yes,male,no,17,no,7.9831,Trade,Service_Workers,south
21,49,Full Time,yes,no,yes,yes,male,yes,12,yes,6.50429,Trade,Sales_Workers,south
22,47,Full Time,yes,no,yes,yes,male,yes,12,yes,6.55108,Trade,Laborers_and_farmers,south
23,48,Full Time,yes,no,yes,yes,male,yes,12,yes,6.64509,Trade,Laborers_and_farmers,nothern_central
24,49,Full Time,yes,no,yes,yes,male,yes,12,yes,6.64639,Trade,Laborers_and_farmers,south
25,49,Full Time,yes,no,yes,yes,male,yes,12,yes,6.90776,Trade,Clerical_and_kindred,south
26,46,Part Time,yes,no,yes,yes,male,yes,12,yes,7.01392,Trade,"Managers, Officials_and_Proprietors",south
27,49,Full Time,yes,no,yes,yes,male,yes,12,yes,7.09008,Trade,"Managers, Officials_and_Proprietors",south
7,47,Part Time,no,yes,yes,yes,male,no,12,no,5.76832,Trade,"Managers, Officials_and_Proprietors",south
8,50,Full Time,no,yes,yes,yes,male,no,12,no,5.8999,Trade,"Managers, Officials_and_Proprietors",south
9,50,Part Time,yes,yes,yes,yes,male,yes,12,no,6.608,Professional_and_Related Service,"Professional, Technical_and_kindred",south
10,51,Part Time,yes,yes,yes,yes,male,yes,12,no,6.84588,Professional_and_Related Service,Clerical_and_kindred,south
11,49,Part Time,yes,yes,yes,yes,male,no,12,no,6.08677,Business_and_Repair_Service,Clerical_and_kindred,south
12,51,Part Time,yes,no,no,yes,male,no,12,no,6.30992,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
13,51,Full Time,yes,no,no,yes,male,no,12,no,6.30992,Professional_and_Related Service,Clerical_and_kindred,south
4,50,Full Time,yes,no,yes,yes,male,no,12,no,6.39024,Professional_and_Related Service,Clerical_and_kindred,south
5,50,Full Time,yes,no,yes,yes,male,no,12,no,6.49072,Professional_and_Related Service,"Professional, Technical_and_kindred",south
6,50,Full Time,yes,no,yes,yes,male,no,12,no,6.61874,Business_and_Repair_Service,Clerical_and_kindred,south
7,50,Full Time,yes,no,yes,yes,male,no,12,no,6.80572,Trade,Operatives_and_kindred,south
8,50,Full Time,yes,no,yes,yes,male,no,12,no,6.90375,Trade,Operatives_and_kindred,south
9,51,Full Time,yes,no,yes,yes,male,no,12,no,6.98101,Manufacturing,Operatives_and_kindred,south
10,50,Part Time,yes,no,yes,yes,male,no,12,no,7.06219,Trade,Operatives_and_kindred,south
16,44,Full Time,yes,no,yes,yes,male,yes,12,no,6.34564,Trade,Operatives_and_kindred,south
17,49,Part Time,yes,no,yes,yes,male,yes,12,no,6.51471,Trade,Operatives_and_kindred,south
18,46,Full Time,yes,no,yes,yes,male,yes,12,no,6.57925,Trade,"Craftsmen, Foremen_and_kindred",south
19,48,Part Time,yes,no,yes,yes,male,yes,12,no,6.63332,Trade,Operatives_and_kindred,south
20,48,Part Time,yes,no,yes,yes,male,yes,12,no,6.80239,Trade,Laborers_and_farmers,nothern_central
21,48,Part Time,yes,no,yes,yes,male,yes,12,no,6.88755,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
22,48,Part Time,yes,no,yes,yes,male,yes,12,no,7.0076,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
16,40,Full Time,no,no,no,yes,male,yes,16,no,6.49072,Trade,Clerical_and_kindred,south
17,36,Full Time,no,no,no,yes,male,yes,16,no,6.51471,Manufacturing,"Managers, Officials_and_Proprietors",south
18,39,Full Time,no,no,no,yes,male,no,16,no,6.55108,Manufacturing,"Managers, Officials_and_Proprietors",south
19,35,Full Time,no,no,no,yes,male,yes,16,no,6.70808,Trade,"Managers, Officials_and_Proprietors",south
20,38,Full Time,no,no,no,yes,male,yes,16,no,6.82002,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
21,37,Full Time,no,no,no,yes,male,yes,16,no,6.4599,Manufacturing,Clerical_and_kindred,south
22,36,Full Time,no,no,no,yes,male,yes,16,no,6.99118,Manufacturing,Operatives_and_kindred,south
36,48,Part Time,yes,no,no,yes,male,yes,10,no,5.98141,Manufacturing,Operatives_and_kindred,south
37,49,Full Time,yes,no,no,yes,male,yes,10,no,5.98141,Manufacturing,Operatives_and_kindred,south
38,40,Part Time,yes,no,no,yes,male,yes,10,no,6.10925,Manufacturing,"Craftsmen, Foremen_and_kindred",south
39,48,Full Time,yes,no,no,yes,male,yes,10,no,6.21461,Manufacturing,"Craftsmen, Foremen_and_kindred",south
40,49,Part Time,yes,no,no,yes,male,yes,10,no,6.25767,Manufacturing,"Craftsmen, Foremen_and_kindred",south
41,39,Part Time,yes,no,no,yes,male,yes,10,no,6.32436,Manufacturing,"Craftsmen, Foremen_and_kindred",south
42,48,Part Time,yes,no,no,yes,male,yes,10,no,6.43294,Trade,"Craftsmen, Foremen_and_kindred",south
28,48,Part Time,no,no,yes,yes,male,no,12,no,6.90575,Trade,"Craftsmen, Foremen_and_kindred",south
29,48,Full Time,no,no,yes,yes,male,no,12,no,6.90575,Trade,"Craftsmen, Foremen_and_kindred",south
30,49,Full Time,no,no,yes,yes,male,no,12,no,7.24423,Trade,"Craftsmen, Foremen_and_kindred",south
31,48,Full Time,no,no,yes,yes,male,no,12,no,6.95655,Manufacturing,"Craftsmen, Foremen_and_kindred",south
32,47,Full Time,no,no,yes,yes,male,no,12,no,7.00307,Manufacturing,"Craftsmen, Foremen_and_kindred",south
33,46,Full Time,no,no,yes,yes,male,no,12,no,7.17319,Trade,"Craftsmen, Foremen_and_kindred",south
34,48,Full Time,no,no,yes,yes,male,no,12,no,7.1309,Personal_Service,"Craftsmen, Foremen_and_kindred",south
5,49,Full Time,no,no,yes,no,female,no,17,no,5.4161,Professional_and_Related Service,Clerical_and_kindred,nothern_central
6,52,Part Time,no,no,yes,no,female,no,17,no,5.48064,Professional_and_Related Service,Clerical_and_kindred,nothern_central
7,20,Full Time,no,no,yes,no,female,no,17,no,6.21461,Professional_and_Related Service,Clerical_and_kindred,nothern_central
8,50,Part Time,no,no,yes,no,female,no,17,no,6.25383,Public_Administration,Clerical_and_kindred,south
9,49,Full Time,no,no,yes,no,female,no,17,no,6.34388,Public_Administration,"Professional, Technical_and_kindred",south
10,48,Part Time,no,yes,yes,no,female,no,17,no,7.17012,Public_Administration,"Professional, Technical_and_kindred",south
11,51,Part Time,no,yes,yes,no,female,no,17,no,7.21671,Professional_and_Related Service,"Professional, Technical_and_kindred",south
20,52,Part Time,yes,yes,no,yes,male,no,10,no,6.58617,Professional_and_Related Service,"Professional, Technical_and_kindred",south
21,52,Part Time,yes,yes,no,yes,male,no,10,no,6.66185,Trade,Operatives_and_kindred,south
22,51,Full Time,yes,yes,no,yes,male,no,10,no,6.81344,Manufacturing,Operatives_and_kindred,south
23,51,Full Time,yes,yes,no,yes,male,no,10,no,6.86171,Trade,Operatives_and_kindred,south
24,52,Full Time,yes,yes,no,yes,male,no,10,no,7.06902,Trade,Operatives_and_kindred,south
25,52,Full Time,yes,yes,no,yes,male,no,10,no,7.0775,Manufacturing,Operatives_and_kindred,south
26,51,Full Time,yes,yes,no,yes,male,no,10,no,7.1107,Trade,Clerical_and_kindred,south
15,49,Full Time,yes,no,no,yes,male,yes,12,no,6.12249,Trade,Sales_Workers,south
16,49,Full Time,yes,no,no,yes,male,yes,12,no,6.16542,Manufacturing,Clerical_and_kindred,south
17,49,Part Time,yes,no,no,yes,male,yes,12,no,6.21661,Agricultural,Farm_Laborers_and_Foreman,nothern_central
18,42,Full Time,yes,no,no,yes,male,yes,12,no,6.56526,Agricultural,Farm_Laborers_and_Foreman,nothern_central
19,34,Part Time,yes,no,no,yes,male,yes,12,no,6.62007,Agricultural,Farm_Laborers_and_Foreman,nothern_central
20,47,Full Time,yes,no,no,yes,male,yes,12,no,6.69332,Manufacturing,Laborers_and_farmers,south
21,47,Part Time,yes,no,no,yes,male,yes,12,no,6.80239,Agricultural,Clerical_and_kindred,south
20,49,Part Time,no,no,yes,no,female,no,13,no,6.43775,Agricultural,"Craftsmen, Foremen_and_kindred",south
21,47,Part Time,no,no,yes,no,female,no,13,no,6.39693,Manufacturing,"Craftsmen, Foremen_and_kindred",south
22,48,Part Time,no,no,yes,no,female,no,13,no,6.4708,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
23,47,Full Time,no,no,yes,no,female,no,13,no,6.74524,Trade,Clerical_and_kindred,NA
24,48,Full Time,no,no,yes,no,female,no,13,no,6.77422,Trade,Clerical_and_kindred,NA
25,47,Full Time,no,no,yes,no,female,no,13,no,6.7901,Trade,Clerical_and_kindred,NA
26,47,Full Time,yes,no,yes,no,female,no,13,no,6.7901,Trade,"Managers, Officials_and_Proprietors",NA
32,48,Full Time,no,no,yes,yes,male,no,17,no,6.90575,Trade,"Managers, Officials_and_Proprietors",NA
33,49,Full Time,no,no,yes,yes,male,no,17,no,6.90575,Trade,"Managers, Officials_and_Proprietors",NA
34,49,Full Time,no,no,yes,yes,male,no,17,no,5.01728,Trade,"Managers, Officials_and_Proprietors",NA
35,50,Part Time,no,no,yes,yes,male,no,17,no,7.37776,Trade,"Managers, Officials_and_Proprietors",NA
36,48,Full Time,no,no,yes,yes,male,no,17,no,7.46737,Trade,Laborers_and_farmers,NA
37,47,Part Time,no,no,yes,yes,male,no,17,no,7.37776,Manufacturing,Operatives_and_kindred,NA
38,49,Full Time,no,no,yes,yes,male,no,17,no,7.33106,Agricultural,Laborers_and_farmers,NA
12,47,Part Time,yes,no,yes,yes,male,no,12,no,6.62007,Manufacturing,Laborers_and_farmers,NA
13,50,Part Time,yes,no,yes,yes,male,no,12,no,6.55108,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
14,51,Part Time,yes,no,yes,yes,male,no,12,no,6.55108,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
15,46,Part Time,no,yes,yes,yes,male,no,12,no,5.87212,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
16,52,Full Time,no,yes,yes,yes,male,no,12,no,6.9256,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
17,51,Full Time,no,yes,yes,yes,male,no,12,no,6.76504,Manufacturing,Laborers_and_farmers,NA
18,50,Full Time,no,yes,yes,yes,male,no,12,no,6.68211,Manufacturing,Laborers_and_farmers,NA
25,50,Full Time,yes,no,yes,yes,male,no,9,no,6.51471,Manufacturing,Operatives_and_kindred,NA
26,42,Full Time,yes,no,yes,yes,male,no,9,no,6.76273,Manufacturing,Laborers_and_farmers,NA
27,49,Full Time,yes,no,yes,yes,male,no,9,no,6.93731,Manufacturing,Laborers_and_farmers,NA
28,48,Full Time,yes,no,yes,yes,male,no,9,no,6.82979,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
29,38,Part Time,yes,no,yes,yes,male,no,9,no,6.88244,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
30,50,Full Time,yes,no,yes,yes,male,no,9,no,6.98008,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
31,49,Part Time,yes,no,yes,yes,male,no,9,no,7.09008,Trade,Sales_Workers,NA
9,49,Full Time,no,yes,yes,yes,male,no,16,no,6.4677,Trade,Sales_Workers,NA
10,49,Part Time,no,yes,yes,yes,male,no,16,no,6.62007,Trade,Sales_Workers,NA
11,49,Part Time,no,yes,yes,yes,male,no,16,no,6.76849,Trade,Sales_Workers,NA
12,47,Part Time,no,yes,yes,yes,male,no,16,no,6.99577,Trade,Sales_Workers,NA
13,49,Part Time,no,yes,yes,yes,male,no,16,no,7.13648,Trade,Sales_Workers,NA
14,48,Full Time,no,yes,yes,yes,male,no,16,no,7.37776,Trade,Sales_Workers,NA
15,48,Full Time,no,yes,yes,yes,male,no,16,no,7.54961,Trade,"Managers, Officials_and_Proprietors",NA
2,50,Full Time,yes,no,yes,yes,male,yes,14,no,6.29711,Professional_and_Related Service,Clerical_and_kindred,NA
3,50,Full Time,yes,no,yes,yes,male,yes,14,no,6.49224,Construction,"Craftsmen, Foremen_and_kindred",NA
4,50,Full Time,no,no,yes,yes,male,yes,14,no,6.74524,Construction,"Craftsmen, Foremen_and_kindred",NA
5,49,Full Time,yes,no,yes,yes,male,yes,14,no,6.88244,Construction,"Craftsmen, Foremen_and_kindred",NA
6,50,Full Time,yes,no,yes,yes,male,yes,14,no,6.95655,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
7,49,Part Time,yes,no,yes,yes,male,yes,14,no,7.04752,Construction,"Craftsmen, Foremen_and_kindred",NA
8,48,Full Time,yes,no,yes,yes,male,yes,14,no,7.1309,Construction,"Craftsmen, Foremen_and_kindred",south
9,49,Part Time,no,no,yes,yes,male,yes,12,no,6.60259,Construction,"Craftsmen, Foremen_and_kindred",south
10,49,Full Time,no,no,yes,yes,male,yes,12,no,6.62407,Transportation,Laborers_and_farmers,NA
11,49,Part Time,no,no,yes,yes,male,yes,12,no,6.71538,Manufacturing,Operatives_and_kindred,NA
12,49,Part Time,no,no,yes,yes,male,yes,12,no,6.84268,Manufacturing,Operatives_and_kindred,NA
13,47,Part Time,no,no,yes,yes,male,yes,12,no,7.02554,Agricultural,Operatives_and_kindred,NA
14,48,Part Time,no,no,yes,yes,male,yes,12,no,7.2233,Agricultural,Operatives_and_kindred,NA
15,47,Full Time,no,no,yes,yes,male,yes,12,no,7.09008,Transportation,Operatives_and_kindred,NA
31,46,Full Time,yes,no,yes,yes,male,yes,10,no,6.56526,Transportation,Operatives_and_kindred,NA
32,47,Full Time,yes,no,yes,yes,male,yes,10,no,6.65929,Transportation,Operatives_and_kindred,NA
33,47,Full Time,yes,no,yes,yes,male,yes,10,no,6.78784,Personal_Service,Clerical_and_kindred,NA
34,47,Full Time,yes,no,yes,yes,male,yes,10,no,6.85435,Public_Administration,"Professional, Technical_and_kindred",south
35,47,Full Time,yes,no,yes,yes,male,yes,10,no,6.96602,Public_Administration,"Professional, Technical_and_kindred",NA
36,47,Full Time,yes,no,yes,yes,male,yes,10,no,7.15383,Public_Administration,"Professional, Technical_and_kindred",south
37,47,Part Time,yes,no,yes,yes,male,yes,10,no,7.10906,Professional_and_Related Service,"Professional, Technical_and_kindred",south
9,49,Full Time,no,no,yes,no,female,no,16,no,6.52209,Public_Administration,"Professional, Technical_and_kindred",south
10,49,Part Time,no,no,yes,no,female,no,16,no,6.58617,Public_Administration,"Managers, Officials_and_Proprietors",south
11,47,Full Time,no,no,yes,no,female,no,16,no,6.65286,Professional_and_Related Service,"Professional, Technical_and_kindred",south
12,48,Part Time,no,no,yes,no,female,no,16,no,6.65286,Trade,Laborers_and_farmers,south
13,48,Part Time,no,no,yes,no,female,no,16,no,6.77765,Manufacturing,Laborers_and_farmers,south
14,47,Part Time,no,no,yes,no,female,no,16,no,6.80239,Manufacturing,Operatives_and_kindred,south
15,48,Part Time,no,no,yes,no,female,no,16,no,6.93049,Manufacturing,Operatives_and_kindred,south
16,47,Full Time,no,yes,yes,no,female,no,11,yes,6.05678,Manufacturing,Laborers_and_farmers,south
17,50,Full Time,no,yes,yes,no,female,no,11,yes,6.23441,Manufacturing,Laborers_and_farmers,south
18,50,Full Time,no,yes,yes,no,female,no,11,yes,6.39693,Manufacturing,Operatives_and_kindred,south
19,50,Full Time,no,yes,yes,no,female,no,11,yes,6.39859,Manufacturing,"Craftsmen, Foremen_and_kindred",south
20,50,Full Time,no,yes,yes,no,female,no,11,yes,6.39693,Trade,"Craftsmen, Foremen_and_kindred",NA
21,49,Full Time,no,yes,yes,no,female,no,11,yes,6.39693,Manufacturing,"Craftsmen, Foremen_and_kindred",south
22,47,Full Time,no,yes,yes,no,female,no,11,yes,6.47697,Finance,Sales_Workers,south
13,50,Part Time,yes,no,no,yes,male,no,9,no,5.76832,Finance,Sales_Workers,south
14,50,Full Time,yes,no,no,yes,male,no,9,no,5.85793,Finance,Sales_Workers,south
15,49,Part Time,yes,no,no,yes,male,no,9,no,6.03787,Finance,Sales_Workers,south
16,50,Full Time,yes,no,no,yes,male,no,9,no,6.10702,Finance,Sales_Workers,south
17,50,Part Time,yes,no,no,yes,male,no,9,no,6.17379,Finance,Sales_Workers,south
18,50,Part Time,yes,no,no,yes,male,no,9,no,6.23245,Trade,Sales_Workers,south
19,49,Part Time,yes,no,no,yes,male,no,9,no,6.2672,Trade,"Managers, Officials_and_Proprietors",south
20,46,Part Time,yes,yes,yes,no,female,yes,11,yes,5.68358,Trade,"Managers, Officials_and_Proprietors",south
21,45,Full Time,yes,yes,yes,no,female,yes,11,yes,5.73334,Trade,"Managers, Officials_and_Proprietors",south
22,41,Full Time,yes,yes,yes,no,female,yes,11,yes,5.8861,Trade,"Managers, Officials_and_Proprietors",south
23,40,Full Time,yes,yes,yes,no,female,no,11,yes,5.94542,Trade,"Managers, Officials_and_Proprietors",south
24,38,Full Time,yes,yes,yes,no,female,yes,11,yes,6.01372,Trade,"Managers, Officials_and_Proprietors",south
25,42,Full Time,no,yes,yes,no,female,no,11,yes,6.02345,Business_and_Repair_Service,Operatives_and_kindred,south
26,36,Full Time,no,yes,yes,no,female,no,11,yes,6.10702,Agricultural,"Craftsmen, Foremen_and_kindred",south
27,47,Full Time,no,no,no,yes,male,no,12,no,6.49224,Agricultural,Farm_Laborers_and_Foreman,south
28,48,Part Time,no,no,no,yes,male,no,12,no,6.55108,Finance,"Managers, Officials_and_Proprietors",south
29,48,Full Time,no,no,no,yes,male,no,12,no,6.60665,Finance,"Managers, Officials_and_Proprietors",south
30,48,Part Time,no,no,no,yes,male,no,12,no,6.68461,Finance,Sales_Workers,NA
31,47,Full Time,no,no,no,yes,male,no,12,no,6.74524,Finance,Sales_Workers,NA
32,49,Part Time,yes,no,no,yes,male,no,12,no,6.80239,Finance,Sales_Workers,south
